protein_a,protein_b,interaction_score,experiment_approach,pubmed_id,GO_a,GO_b
b1468,b1466,999,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0008940|GO:0009061|GO:0009325|GO:0016020|GO:0016491|GO:0019645|GO:0042126|GO:0042128|GO:0043546|GO:0045333|GO:0046872|GO:0051539|GO:0160182|GO:1990204,GO:0005515|GO:0005737|GO:0016530|GO:0042128|GO:0051082|GO:0051131
b0932,b1467,703,Two-hybrid,PUBMED:24561554,GO:0004177|GO:0005515|GO:0005886|GO:0006508|GO:0008237|GO:0008270|GO:0042802|GO:0046872,GO:0005515|GO:0005886|GO:0006974|GO:0008940|GO:0009055|GO:0009061|GO:0009325|GO:0016020|GO:0016491|GO:0019645|GO:0042126|GO:0042128|GO:0046872|GO:0051536|GO:0051538|GO:0051539|GO:0160182
b1224,b1467,999,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0008940|GO:0009055|GO:0009061|GO:0009325|GO:0016020|GO:0016491|GO:0019645|GO:0042126|GO:0042128|GO:0043546|GO:0044799|GO:0045333|GO:0046872|GO:0051539|GO:0160182|GO:1990204,GO:0005515|GO:0005886|GO:0006974|GO:0008940|GO:0009055|GO:0009061|GO:0009325|GO:0016020|GO:0016491|GO:0019645|GO:0042126|GO:0042128|GO:0046872|GO:0051536|GO:0051538|GO:0051539|GO:0160182
b1225,b1467,993,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0008940|GO:0009055|GO:0009061|GO:0009325|GO:0016020|GO:0016491|GO:0019645|GO:0042126|GO:0042128|GO:0044799|GO:0046872|GO:0051538|GO:0051539|GO:0160182,GO:0005515|GO:0005886|GO:0006974|GO:0008940|GO:0009055|GO:0009061|GO:0009325|GO:0016020|GO:0016491|GO:0019645|GO:0042126|GO:0042128|GO:0046872|GO:0051536|GO:0051538|GO:0051539|GO:0160182
b3081,b1467,875,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0006635|GO:0008670|GO:0009056|GO:0010181|GO:0016491|GO:0033543|GO:0046872|GO:0051539|GO:0071949,GO:0005515|GO:0005886|GO:0006974|GO:0008940|GO:0009055|GO:0009061|GO:0009325|GO:0016020|GO:0016491|GO:0019645|GO:0042126|GO:0042128|GO:0046872|GO:0051536|GO:0051538|GO:0051539|GO:0160182
b4143,b2731,206,Two-hybrid,PUBMED:24561554,GO:0005524|GO:0009408|GO:0042026|GO:0051082|GO:0051085|GO:1990220,GO:0000160|GO:0000987|GO:0003677|GO:0005515|GO:0005524|GO:0005667|GO:0006351|GO:0006355|GO:0016887|GO:0042802|GO:0043565|GO:2000144
b2369,b2731,253,Two-hybrid,PUBMED:24561554,GO:0000160|GO:0003677|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0043565,GO:0000160|GO:0000987|GO:0003677|GO:0005515|GO:0005524|GO:0005667|GO:0006351|GO:0006355|GO:0016887|GO:0042802|GO:0043565|GO:2000144
b3418,b2440,542,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0005515|GO:0005524|GO:0006355|GO:0042802|GO:0045893|GO:0045913|GO:0048031,GO:0006520|GO:0008851|GO:0009350|GO:0016829|GO:0031419|GO:0031469|GO:0031471|GO:0046336
b3481,b2440,542,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0001046|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005667|GO:0006355|GO:0010045|GO:0016151|GO:0032993|GO:0042802|GO:0043565|GO:0046872|GO:2000143,GO:0006520|GO:0008851|GO:0009350|GO:0016829|GO:0031419|GO:0031469|GO:0031471|GO:0046336
b3400,b2440,542,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003723|GO:0003727|GO:0005515|GO:0005829|GO:0009408|GO:0034605|GO:0043023,GO:0006520|GO:0008851|GO:0009350|GO:0016829|GO:0031419|GO:0031469|GO:0031471|GO:0046336
b3723,b2440,167,Two-hybrid,PUBMED:24561554,GO:0003723|GO:0005515|GO:0045893,GO:0006520|GO:0008851|GO:0009350|GO:0016829|GO:0031419|GO:0031469|GO:0031471|GO:0046336
b0785,b2440,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005829|GO:0006777|GO:0016740|GO:0030366|GO:0032324|GO:0042803|GO:1990140,GO:0006520|GO:0008851|GO:0009350|GO:0016829|GO:0031419|GO:0031469|GO:0031471|GO:0046336
b2451,b2440,997,Two-hybrid,PUBMED:24561554,GO:0030091|GO:0031469|GO:0046336,GO:0006520|GO:0008851|GO:0009350|GO:0016829|GO:0031419|GO:0031469|GO:0031471|GO:0046336
b1854,b1621,586,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0004743|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006096|GO:0016208|GO:0016301|GO:0016310|GO:0030955|GO:0042802|GO:0046872|GO:1902912,GO:0005363|GO:0005515|GO:0005886|GO:0008982|GO:0009401|GO:0009758|GO:0015768|GO:0016020|GO:0016301|GO:0016310|GO:0046323|GO:0055056|GO:0090564|GO:1904659
b0026,b0975,779,Two-hybrid,PUBMED:24561554,GO:0000049|GO:0002161|GO:0004812|GO:0004822|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006412|GO:0006418|GO:0006428|GO:0008270|GO:0046677|GO:0046872|GO:0106074,GO:0004175|GO:0004190|GO:0005515|GO:0006508|GO:0008047|GO:0008233|GO:0016485|GO:0046872
b3751,b0975,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0006935|GO:0015752|GO:0016020|GO:0030246|GO:0030288|GO:0042597|GO:0048029|GO:0050918|GO:0055052,GO:0004175|GO:0004190|GO:0005515|GO:0006508|GO:0008047|GO:0008233|GO:0016485|GO:0046872
b1274,b0975,558,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003916|GO:0003917|GO:0005515|GO:0005694|GO:0005829|GO:0006265|GO:0046872|GO:0140226,GO:0004175|GO:0004190|GO:0005515|GO:0006508|GO:0008047|GO:0008233|GO:0016485|GO:0046872
b0642,b0975,542,Two-hybrid,PUBMED:24561554,GO:0002161|GO:0004812|GO:0004823|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006412|GO:0006418|GO:0006429|GO:0106074,GO:0004175|GO:0004190|GO:0005515|GO:0006508|GO:0008047|GO:0008233|GO:0016485|GO:0046872
b2411,b0975,542,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003911|GO:0005515|GO:0005829|GO:0006259|GO:0006260|GO:0006266|GO:0006281|GO:0006288|GO:0016874|GO:0046872|GO:0070403,GO:0004175|GO:0004190|GO:0005515|GO:0006508|GO:0008047|GO:0008233|GO:0016485|GO:0046872
b0139,b0975,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0007155|GO:0009279|GO:0009297|GO:0015473|GO:0016020|GO:0055085,GO:0004175|GO:0004190|GO:0005515|GO:0006508|GO:0008047|GO:0008233|GO:0016485|GO:0046872
b4253,b0975,542,Two-hybrid,PUBMED:24561554,GO:0005515,GO:0004175|GO:0004190|GO:0005515|GO:0006508|GO:0008047|GO:0008233|GO:0016485|GO:0046872
b0780,b0975,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005737|GO:0008360|GO:0043743,GO:0004175|GO:0004190|GO:0005515|GO:0006508|GO:0008047|GO:0008233|GO:0016485|GO:0046872
b3501,b0977,189,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0006351|GO:0006355|GO:0046685,unknown
b0972,b0977,999,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0006113|GO:0008901|GO:0009055|GO:0009061|GO:0009267|GO:0009375|GO:0016020|GO:0016491|GO:0019645|GO:0033748|GO:0044569|GO:0046872|GO:0051536|GO:0051538|GO:0051539|GO:0098567|GO:1902421,unknown
b1200,b3030,501,Two-hybrid,PUBMED:24561554,GO:0004371|GO:0005515|GO:0005829|GO:0006071|GO:0006090|GO:0006974|GO:0016301|GO:0016310|GO:0019563|GO:0042182|GO:0042802|GO:0042803|GO:0046365|GO:0046835|GO:0047324|GO:0061610|GO:1990234,GO:0003677|GO:0003916|GO:0003918|GO:0005515|GO:0005524|GO:0005694|GO:0005829|GO:0006265|GO:0007059|GO:0007062|GO:0009330|GO:0030541|GO:0046677|GO:0046872|GO:0051276
b1118,b2167,166,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0016020|GO:0042953|GO:0043190|GO:0044874|GO:0098797|GO:0140306,GO:0005351|GO:0005515|GO:0005886|GO:0009401|GO:0016020|GO:0016301|GO:0016310|GO:0022877|GO:0090563|GO:0090582|GO:1902495|GO:1902600|GO:1990539
b2751,b2752,999,Two-hybrid,PUBMED:24561554,GO:0000103|GO:0003924|GO:0004781|GO:0005515|GO:0005524|GO:0005525|GO:0006790|GO:0009336|GO:0016779|GO:0070814,GO:0000103|GO:0004781|GO:0005515|GO:0005524|GO:0006790|GO:0006979|GO:0009336|GO:0016779|GO:0070814
b3560,b0060,171,Two-hybrid,PUBMED:24561554,GO:0004812|GO:0004820|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006412|GO:0006426|GO:0009345,GO:0000166|GO:0003677|GO:0003887|GO:0006261|GO:0006281|GO:0006974|GO:0008296|GO:0009432|GO:0045004|GO:0071897
b1868,b0897,374,Two-hybrid,PUBMED:24561554,unknown,GO:0005829|GO:0016020|GO:0016787|GO:0016829|GO:0042802
b3164,b2576,969,Two-hybrid,PUBMED:24561554,GO:0000175|GO:0000287|GO:0003723|GO:0004654|GO:0005515|GO:0005737|GO:0005829|GO:0006396|GO:0006401|GO:0006402|GO:0009408|GO:0016020|GO:0016779|GO:0035438|GO:0042802|GO:0046872|GO:1990061,GO:0000027|GO:0003676|GO:0003723|GO:0003724|GO:0004386|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0008143|GO:0008186|GO:0016787|GO:0016887|GO:0031555|GO:0033592|GO:0042254
b1084,b2576,974,Two-hybrid,PUBMED:24561554,GO:0000049|GO:0000287|GO:0000967|GO:0003723|GO:0004519|GO:0004521|GO:0004540|GO:0005515|GO:0005737|GO:0005886|GO:0006364|GO:0006396|GO:0006401|GO:0006402|GO:0008033|GO:0008270|GO:0008312|GO:0008995|GO:0009898|GO:0016020|GO:0017151|GO:0019843|GO:0042802|GO:0046872|GO:0051259|GO:0051289|GO:0060090|GO:1902280|GO:1902555|GO:1990061,GO:0000027|GO:0003676|GO:0003723|GO:0003724|GO:0004386|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0008143|GO:0008186|GO:0016787|GO:0016887|GO:0031555|GO:0033592|GO:0042254
b2319,b1854,414,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005829|GO:0008652|GO:0016620|GO:0046983|GO:0051287,GO:0000287|GO:0004743|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006096|GO:0016208|GO:0016301|GO:0016310|GO:0030955|GO:0042802|GO:0046872|GO:1902912
b2950,b1854,701,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005829|GO:0016887,GO:0000287|GO:0004743|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006096|GO:0016208|GO:0016301|GO:0016310|GO:0030955|GO:0042802|GO:0046872|GO:1902912
b0695,b0694,999,Two-hybrid,PUBMED:24561554,GO:0000155|GO:0000160|GO:0004673|GO:0005515|GO:0005524|GO:0005829|GO:0005886|GO:0007165|GO:0016020|GO:0016301|GO:0016310|GO:0016772|GO:0018106|GO:0030288|GO:0035865|GO:0042803,GO:0000156|GO:0000160|GO:0000976|GO:0000987|GO:0001216|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0032993|GO:0042803|GO:0045893
b1763,b2892,782,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0003677|GO:0003916|GO:0003917|GO:0005515|GO:0006261|GO:0006265|GO:0006281|GO:0006310|GO:0043597|GO:0046872|GO:0051304|GO:0098847,GO:0003676|GO:0004527|GO:0005515|GO:0006281|GO:0006310|GO:0008409|GO:0010165|GO:0045145
b3810,b3967,196,Two-hybrid,PUBMED:24561554,unknown,GO:0005515|GO:0008360|GO:0008881|GO:0009252|GO:0016853|GO:0071555
b2952,b3967,184,Two-hybrid,PUBMED:24561554,GO:0005886|GO:0016020|GO:0071474,GO:0005515|GO:0008360|GO:0008881|GO:0009252|GO:0016853|GO:0071555
b1566,b0421,501,Two-hybrid,PUBMED:24561554,GO:0005515,GO:0004161|GO:0004337|GO:0004659|GO:0005515|GO:0005737|GO:0005829|GO:0008299|GO:0016740|GO:0033384|GO:0045337|GO:0046872
b2509,b1308,188,Two-hybrid,PUBMED:24561554,GO:0003676|GO:0003677|GO:0004527|GO:0005515|GO:0005737|GO:0006298|GO:0006308|GO:0008855|GO:0009318,GO:0004792|GO:0016740|GO:0030288|GO:0042597
b2248,b0467,499,Two-hybrid,PUBMED:24561554,unknown,GO:0003677|GO:0005515|GO:0006261|GO:0006268|GO:0006269|GO:0006270|GO:0031297|GO:1990077|GO:1990159|GO:1990160
b2248,b0467,499,Affinity Capture-Western,PUBMED:24561554,unknown,GO:0003677|GO:0005515|GO:0006261|GO:0006268|GO:0006269|GO:0006270|GO:0031297|GO:1990077|GO:1990159|GO:1990160
b1854,b0657,499,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0004743|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006096|GO:0016208|GO:0016301|GO:0016310|GO:0030955|GO:0042802|GO:0046872|GO:1902912,GO:0005515|GO:0005886|GO:0016020|GO:0016410|GO:0016746|GO:0030288|GO:0042158
b0076,b3256,154,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0006355|GO:0032993|GO:0043565,GO:0003824|GO:0003989|GO:0004075|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006633|GO:0009317|GO:0016874|GO:0042803|GO:0045717|GO:0046872|GO:2001295
b4239,b0537,363,Two-hybrid,PUBMED:24561554,GO:0004556|GO:0005737|GO:0005829|GO:0005993|GO:0006974|GO:0008788|GO:0009313|GO:0016798,GO:0003677|GO:0005829|GO:0006310|GO:0008979|GO:0015074|GO:0044826|GO:0046718|GO:0075713
b2566,b2714,542,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0003723|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005829|GO:0005886|GO:0006468|GO:0009898|GO:0019843|GO:0042254|GO:0042274|GO:0043024|GO:0070181|GO:0097216,GO:0000976|GO:0003677|GO:0003700|GO:0006351|GO:0006355|GO:0043565|GO:0045892
b0956,b2714,542,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0005543|GO:0005737|GO:0006355|GO:0007059|GO:0042803|GO:0043565|GO:0051276|GO:0051289|GO:0051301|GO:0097047,GO:0000976|GO:0003677|GO:0003700|GO:0006351|GO:0006355|GO:0043565|GO:0045892
b1939,b2714,205,Two-hybrid,PUBMED:24561554,GO:0003774|GO:0005515|GO:0005886|GO:0006935|GO:0009288|GO:0009425|GO:0009433|GO:0042802|GO:0044780|GO:0071973|GO:0071977|GO:0097588|GO:0120107,GO:0000976|GO:0003677|GO:0003700|GO:0006351|GO:0006355|GO:0043565|GO:0045892
b4268,b2714,562,Two-hybrid,PUBMED:24561554,GO:0005524|GO:0005975|GO:0016301|GO:0016310|GO:0019521|GO:0046177|GO:0046183|GO:0046316,GO:0000976|GO:0003677|GO:0003700|GO:0006351|GO:0006355|GO:0043565|GO:0045892
b3375,b2714,354,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0005515|GO:0006355|GO:0045892,GO:0000976|GO:0003677|GO:0003700|GO:0006351|GO:0006355|GO:0043565|GO:0045892
b0946,b2714,542,Two-hybrid,PUBMED:24561554,GO:0000917|GO:0005515|GO:0005737|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:0051302|GO:0090529,GO:0000976|GO:0003677|GO:0003700|GO:0006351|GO:0006355|GO:0043565|GO:0045892
b0601,b2714,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0071453,GO:0000976|GO:0003677|GO:0003700|GO:0006351|GO:0006355|GO:0043565|GO:0045892
b3741,b3706,999,Two-hybrid,PUBMED:24561554,GO:0002098|GO:0002144|GO:0002926|GO:0005515|GO:0005737|GO:0005829|GO:0008033|GO:0009411|GO:0030488|GO:0042803|GO:0050660|GO:0140018,GO:0002098|GO:0002144|GO:0002926|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005829|GO:0005886|GO:0006400|GO:0008033|GO:0009268|GO:0016787|GO:0019003|GO:0030488|GO:0030955|GO:0042802|GO:0042803|GO:0046872|GO:0061077|GO:0140018
b1021,b3706,475,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0043708|GO:0043709,GO:0002098|GO:0002144|GO:0002926|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005829|GO:0005886|GO:0006400|GO:0008033|GO:0009268|GO:0016787|GO:0019003|GO:0030488|GO:0030955|GO:0042802|GO:0042803|GO:0046872|GO:0061077|GO:0140018
b2608,b2907,242,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006364|GO:0019843|GO:0030490|GO:0042254|GO:0042274|GO:0043022,GO:0004497|GO:0005515|GO:0005737|GO:0006744|GO:0006979|GO:0008681|GO:0009416|GO:0071949|GO:0110142
b0796,b2907,151,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0003677|GO:0003700|GO:0005737|GO:0006351|GO:0006355|GO:0042802|GO:2000143|GO:2000144,GO:0004497|GO:0005515|GO:0005737|GO:0006744|GO:0006979|GO:0008681|GO:0009416|GO:0071949|GO:0110142
b2232,b2907,998,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005737|GO:0005829|GO:0006744|GO:0008168|GO:0008425|GO:0009898|GO:0010420|GO:0032259|GO:0042538|GO:0061542|GO:0102208|GO:0110142|GO:1901611,GO:0004497|GO:0005515|GO:0005737|GO:0006744|GO:0006979|GO:0008681|GO:0009416|GO:0071949|GO:0110142
b0618,b2907,184,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0008771|GO:0009058|GO:0016747|GO:0016874,GO:0004497|GO:0005515|GO:0005737|GO:0006744|GO:0006979|GO:0008681|GO:0009416|GO:0071949|GO:0110142
b2617,b0414,166,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0009279|GO:0016020|GO:0019867|GO:0030674|GO:0042802|GO:0043165|GO:0046677|GO:0051205|GO:1901612|GO:1990063,GO:0005515|GO:0008270|GO:0008703|GO:0008835|GO:0009231|GO:0016491|GO:0016787|GO:0046872|GO:0050661
b3256,b0414,756,Two-hybrid,PUBMED:24561554,GO:0003824|GO:0003989|GO:0004075|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006633|GO:0009317|GO:0016874|GO:0042803|GO:0045717|GO:0046872|GO:2001295,GO:0005515|GO:0008270|GO:0008703|GO:0008835|GO:0009231|GO:0016491|GO:0016787|GO:0046872|GO:0050661
b3813,b3829,388,Two-hybrid,PUBMED:24561554,GO:0000717|GO:0000725|GO:0003677|GO:0003678|GO:0004386|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006260|GO:0006268|GO:0006281|GO:0006289|GO:0006298|GO:0009314|GO:0009432|GO:0015616|GO:0016787|GO:0016853|GO:0016887|GO:0017116|GO:0017117|GO:0031297|GO:0032508|GO:0033202|GO:0042803|GO:0043138|GO:0070581|GO:0070716,GO:0003871|GO:0005515|GO:0005829|GO:0008168|GO:0008270|GO:0008705|GO:0009086|GO:0032259|GO:0035999|GO:0046872|GO:0050667
b3498,b1133,363,Two-hybrid,PUBMED:24561554,GO:0004222|GO:0005737|GO:0005829|GO:0006260|GO:0006465|GO:0006508|GO:0006518|GO:0008233|GO:0008237|GO:0046872,GO:0000049|GO:0002143|GO:0005524|GO:0005737|GO:0005829|GO:0006400|GO:0008033|GO:0016740|GO:0016783|GO:0103016|GO:1990228
b2837,b2151,849,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0003677|GO:0003700|GO:0005515|GO:0006012|GO:0006351|GO:0006355|GO:0042802,GO:0000976|GO:0003677|GO:0003700|GO:0005515|GO:0006355
b3556,b0797,693,Two-hybrid,PUBMED:24561554,GO:0001072|GO:0003676|GO:0003677|GO:0003697|GO:0003723|GO:0003727|GO:0005737|GO:0005829|GO:0009409|GO:0010468|GO:0031564|GO:0045893|GO:0060567,GO:0003676|GO:0003723|GO:0003724|GO:0004386|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0009408|GO:0016787|GO:0016887|GO:0042254|GO:0042255
b3306,b3253,155,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0002181|GO:0003735|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0006417|GO:0019843|GO:0022627|GO:0043488|GO:1990904,unknown
b2273,b3017,645,Two-hybrid,PUBMED:24561554,unknown,GO:0005507|GO:0006950|GO:0006979|GO:0010212|GO:0016491|GO:0030288|GO:0032153|GO:0042597|GO:0043093|GO:0051301
b2553,b0167,999,Two-hybrid,PUBMED:24561554,GO:0000166|GO:0005515|GO:0005524|GO:0005829|GO:0006808|GO:0008047|GO:0030234|GO:0036094|GO:0042304|GO:0042802,GO:0005515|GO:0005829|GO:0006808|GO:0008081|GO:0008773|GO:0016779|GO:0016787
b3869,b0167,973,Two-hybrid,PUBMED:24561554,GO:0000155|GO:0000160|GO:0004673|GO:0004721|GO:0005515|GO:0005524|GO:0005737|GO:0006355|GO:0007165|GO:0009399|GO:0016301|GO:0016310|GO:0016774|GO:0016787|GO:0018106|GO:0023019|GO:0042802|GO:0042803,GO:0005515|GO:0005829|GO:0006808|GO:0008081|GO:0008773|GO:0016779|GO:0016787
b1817,b3794,363,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005737|GO:0005829|GO:0005886|GO:0008982|GO:0009401|GO:0015761|GO:0015764|GO:0016020|GO:0016301|GO:0016310|GO:0022870|GO:0042803|GO:0098708|GO:1902495|GO:1990539,unknown
b3087,b3848,169,Two-hybrid,PUBMED:24561554,GO:0000166|GO:0016491,GO:0005515|GO:0005737|GO:0006446|GO:0043168|GO:0097159|GO:1901363
b1221,b2469,998,Two-hybrid,PUBMED:24561554,GO:0000160|GO:0000976|GO:0001217|GO:0003677|GO:0005515|GO:0005524|GO:0005829|GO:0006355|GO:0032993|GO:0042128|GO:0042802|GO:0045892,GO:0000155|GO:0000160|GO:0004672|GO:0004673|GO:0005524|GO:0005886|GO:0007165|GO:0016020|GO:0016301|GO:0016310|GO:0018106|GO:0042128|GO:0046983|GO:0071249|GO:0071250
b2795,b4051,403,Two-hybrid,PUBMED:24561554,GO:0005829|GO:0008714|GO:0016787|GO:0032991|GO:0042802|GO:0047405|GO:0047723|GO:0051289|GO:0097216,GO:0003960|GO:0005515|GO:0005829|GO:0008270|GO:0016491|GO:0035925|GO:0042803|GO:0070402
b2926,b1096,245,Two-hybrid,PUBMED:24561554,GO:0004618|GO:0005524|GO:0005737|GO:0005829|GO:0006094|GO:0006096|GO:0016301|GO:0016310|GO:0043531|GO:0097216,GO:0005829|GO:0008153|GO:0008696|GO:0016829|GO:0030170|GO:0046394|GO:0046654|GO:0046656
b0605,b1096,396,Two-hybrid,PUBMED:24561554,GO:0004601|GO:0005515|GO:0005737|GO:0005829|GO:0006979|GO:0008379|GO:0009321|GO:0009970|GO:0016020|GO:0016684|GO:0019290|GO:0032843|GO:0033194|GO:0033195|GO:0042744|GO:0042802|GO:0045454|GO:0051920|GO:0098869|GO:0102039,GO:0005829|GO:0008153|GO:0008696|GO:0016829|GO:0030170|GO:0046394|GO:0046654|GO:0046656
b0779,b0640,692,Two-hybrid,PUBMED:24561554,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0009360|GO:0030894|GO:0043846|GO:0071897
b3701,b0640,999,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003887|GO:0005515|GO:0005737|GO:0005829|GO:0006260|GO:0006261|GO:0006271|GO:0006974|GO:0008408|GO:0009360|GO:0030174|GO:0030894|GO:0032297|GO:0042276|GO:0042802|GO:0042803|GO:0044787|GO:1990078|GO:1990085,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0009360|GO:0030894|GO:0043846|GO:0071897
b1895,b0640,307,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005737|GO:0009267|GO:0009651|GO:0034644|GO:0042803|GO:0060090,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0009360|GO:0030894|GO:0043846|GO:0071897
b3070,b0640,158,Two-hybrid,PUBMED:24561554,unknown,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0009360|GO:0030894|GO:0043846|GO:0071897
b0640,b1099,999,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0009360|GO:0030894|GO:0043846|GO:0071897,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0008408|GO:0009360|GO:0030894|GO:0043846|GO:0071897
b4259,b1099,999,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0009314|GO:0009360|GO:0030894|GO:0032298|GO:0043846|GO:0071897,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0008408|GO:0009360|GO:0030894|GO:0043846|GO:0071897
b1523,b1099,176,Two-hybrid,PUBMED:24561554,unknown,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0008408|GO:0009360|GO:0030894|GO:0043846|GO:0071897
b4259,b4372,999,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0009314|GO:0009360|GO:0030894|GO:0032298|GO:0043846|GO:0071897,GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0008408|GO:0009314|GO:0009360|GO:0030894|GO:0043846|GO:0071897
b1900,b0197,762,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005829|GO:0005886|GO:0015147|GO:0015612|GO:0016020|GO:0016887|GO:0042882|GO:0055052,GO:0005515|GO:0005886|GO:0006865|GO:0015821|GO:0016020|GO:0030288|GO:0048473|GO:0055052|GO:1903692|GO:1990197
b3806,b3262,542,Two-hybrid,PUBMED:24561554,GO:0004016|GO:0005515|GO:0005524|GO:0005737|GO:0006171|GO:0016829,GO:0003677|GO:0005737|GO:0008168|GO:0008170|GO:0009007|GO:0032259
b3749,b3262,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005886|GO:0015407|GO:0015591|GO:0015611|GO:0015752|GO:0016020|GO:0016887|GO:0043190|GO:0055052,GO:0003677|GO:0005737|GO:0008168|GO:0008170|GO:0009007|GO:0032259
b2566,b3262,542,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0003723|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005829|GO:0005886|GO:0006468|GO:0009898|GO:0019843|GO:0042254|GO:0042274|GO:0043024|GO:0070181|GO:0097216,GO:0003677|GO:0005737|GO:0008168|GO:0008170|GO:0009007|GO:0032259
